locus_tag,gene_name,product,gene_category,annotation_quality,organism_name,annotation_types,expression_edge_count,significant_up_count,significant_down_count,closest_ortholog_group_size,closest_ortholog_genera,cluster_membership_count,cluster_types,numeric_metric_count,boolean_metric_count,categorical_metric_count,gene_summary,function_description,all_identifiers,numeric_metric_types_observed,boolean_metric_types_observed,categorical_metric_types_observed,compartments_observed,derived_metric_count,derived_metric_value_kinds
PMM0778,cobW,pseudocobalamin biosynthesis protein CobW,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | cyanorak_role | tigr_role,24,1,3,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"cobW :: pseudocobalamin biosynthesis protein CobW :: involved in Zn homeostasis, GTPase of COG0523 family","involved in Zn homeostasis, GTPase of COG0523 family",CK_Pro_MED4_00778 | Q7V1S7 | TX50_RS04155 | WP_011132412.1,,,,,0,
PMM0780,purQ,"phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain",Nucleotide metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,6,0,0,"purQ :: phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain :: Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP-dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from PurQ to PurL",Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP-dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from PurQ to PurL,CK_Pro_MED4_00780 | TX50_RS04165 | WP_011132414.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0804,ftn,ferritin,Transport,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | ec | cyanorak_role | tigr_role,28,10,0,14.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,6,0,0,ftn :: ferritin :: Iron-storage protein,Iron-storage protein,CK_Pro_MED4_00804 | Q7V1Q2 | TX50_RS04285 | WP_011132438.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0806,,"possible transcriptional regulator of iron metabolism, Crp/Fnr family protein",Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | cyanorak_role | tigr_role,39,11,6,11.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"possible transcriptional regulator of iron metabolism, Crp/Fnr family protein :: Alternative locus ID",Alternative locus ID,CK_Pro_MED4_00806 | Q7TUA6 | TX50_RS04295 | WP_011132440.1,,,,,0,
PMM0810,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,37,10,0,6.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00810 | Q7V1P7 | TX50_RS04325 | WP_011132444.1,,,,,0,
PMM0819,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category,29,15,0,4.0,Prochlorococcus,4,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00819 | Q7V1P3 | TX50_RS04385 | WP_011132453.1,,,,,0,
PMM0828,,S4 domain-containing protein,Unknown,3,Prochlorococcus MED4,go_mf | pfam | cog_category | kegg | tigr_role,27,1,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,S4 domain-containing protein :: S4 domain,S4 domain,CK_Pro_MED4_00828 | Q7V1N5 | TX50_RS04435 | WP_011132462.1,,,,,0,
PMM0849,,uncharacterized membrane protein,Unknown,1,Prochlorococcus MED4,go_mf | go_cc | pfam | cog_category | tigr_role,16,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,uncharacterized membrane protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00849 | Q7V1L6 | TX50_RS04540 | WP_011132483.1,,,,,0,
PMM0850,,zinc- or iron-chelating domain-containing protein,Stress response and adaptation,3,Prochlorococcus MED4,go_mf | pfam | cog_category | kegg | cyanorak_role | tigr_role,16,3,0,11.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,zinc- or iron-chelating domain-containing protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00850 | Q7V1L5 | TX50_RS04545 | WP_011132484.1,,,,,0,
PMM0858,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,27,8,0,4.0,Prochlorococcus,3,condition_comparison | diel | time_course,1,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00858 | Q7V1K7 | TX50_RS04585 | WP_011132492.1,vesicle_dna_avg_read_coverage,,,vesicle,1,numeric
PMM0873,,DnaJ type IV chaperone protein,Post-translational modification,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | cyanorak_role | tigr_role,24,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,1,0,0,DnaJ type IV chaperone protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00873 | Q7V1J7 | TX50_RS04670 | WP_011132506.1,vesicle_dna_avg_read_coverage,,,vesicle,1,numeric
PMM0883,,flavin reductase-like domain containing protein,Unknown,3,Prochlorococcus MED4,go_mf | pfam | cog_category | cyanorak_role | tigr_role,31,6,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,6,0,0,flavin reductase-like domain containing protein :: DIM6 NTAB family,DIM6 NTAB family,CK_Pro_MED4_00883 | Q7V1I8 | TX50_RS04720 | WP_011132516.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0897,dnaK2,chaperone protein DnaK,Post-translational modification,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,32,1,2,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,6,0,0,dnaK2 :: chaperone protein DnaK :: Heat shock 70 kDa protein,Heat shock 70 kDa protein,CK_Pro_MED4_00897 | TX50_RS04790 | WP_011132530.1 | dnaK,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0899,suhB,L-myo-inositol 1-phosphate phosphatase,Central intermediary metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,31,4,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,suhB :: L-myo-inositol 1-phosphate phosphatase :: Belongs to the inositol monophosphatase superfamily,Belongs to the inositol monophosphatase superfamily,CK_Pro_MED4_00899 | Q7V1H2 | TX50_RS04805 | WP_011132532.1,,,,,0,
PMM0904,ycf49,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category | tigr_role,16,4,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,ycf49 :: conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00904 | Q7V1G9 | TX50_RS04830 | WP_011132537.1,,,,,0,
PMM0908,ilvA,threonine ammonia-lyase,Amino acid metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,3,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,"ilvA :: threonine ammonia-lyase :: Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short-lived. The second step is the nonenzymatic hydrolysis of the enamine/imine intermediates to form 2-ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA","Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short-lived. The second step is the nonenzymatic hydrolysis of the enamine/imine intermediates to form 2-ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA",CK_Pro_MED4_00908 | Q7V1G5 | TX50_RS04850 | WP_011132541.1,,,,,0,
PMM0920,glnA,"glutamine synthetase, type I",Amino acid metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,35,19,6,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,6,0,0,"glnA :: glutamine synthetase, type I :: Involved in nitrogen metabolism via ammonium assimilation. Catalyzes the ATP-dependent biosynthesis of glutamine from glutamate and ammonia",Involved in nitrogen metabolism via ammonium assimilation. Catalyzes the ATP-dependent biosynthesis of glutamine from glutamate and ammonia,CK_Pro_MED4_00920 | Q7V1F3 | TX50_RS04910 | WP_011132553.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0936,umuD,"DNA polymerase V, subunit D",Replication and repair,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,27,9,0,13.0,Prochlorococcus | Synechococcus,4,condition_comparison | diel | time_course,0,0,0,"umuD :: DNA polymerase V, subunit D :: Belongs to the peptidase S24 family",Belongs to the peptidase S24 family,CK_Pro_MED4_00936 | Q7V1D8 | TX50_RS04990 | WP_011132569.1,,,,,0,
PMM0937,umuC,"DNA polymerase V, subunit C",Replication and repair,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | ec | cyanorak_role | tigr_role,16,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"umuC :: DNA polymerase V, subunit C :: lesion bypass DNA polymerase V (UmuC)",lesion bypass DNA polymerase V (UmuC),CK_Pro_MED4_00937 | Q7V1D7 | TX50_RS04995 | WP_011132570.1,,,,,0,
PMM0938,,conserved hypothetical protein,Coenzyme metabolism,1,Prochlorococcus MED4,go_bp | go_mf | cog_category | tigr_role,24,6,1,8.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00938 | Q7TU93 | TX50_RS05000 | WP_011132571.1,,,,,0,
PMM0957,,putative gRAM domain,Unknown,2,Prochlorococcus MED4,cog_category | tigr_role,27,3,0,6.0,Prochlorococcus,3,condition_comparison | diel | time_course,1,0,0,putative gRAM domain :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00957 | Q7V1C2 | TX50_RS05095 | WP_011132590.1,vesicle_dna_avg_read_coverage,,,vesicle,1,numeric
PMM0958,,conserved hypothetical protein (DUF1830),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,31,17,2,11.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,1,0,0,conserved hypothetical protein (DUF1830) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00958 | Q7V1C1 | TX50_RS05100 | WP_011132591.1,vesicle_dna_avg_read_coverage,,,vesicle,1,numeric
PMM0961,gmgG,possible glucosyl(mannosyl)glycerate-glucosidase,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,3,0,11.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,gmgG :: possible glucosyl(mannosyl)glycerate-glucosidase :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00961 | Q7V1B8 | TX50_RS05115 | WP_011132594.1,,,,,0,
PMM0963,ureC,urease alpha subunit,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,29,9,3,11.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,6,0,0,ureC :: urease alpha subunit :: Belongs to the metallo-dependent hydrolases superfamily. Urease alpha subunit family,Belongs to the metallo-dependent hydrolases superfamily. Urease alpha subunit family,CK_Pro_MED4_00963 | TX50_RS05125 | WP_011132596.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0964,ureB,urease beta subunit,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,27,9,1,11.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,ureB :: urease beta subunit :: Belongs to the urease beta subunit family,Belongs to the urease beta subunit family,CK_Pro_MED4_00964 | TX50_RS05130 | WP_011132597.1,,,,,0,
PMM0965,ureA,urease gamma subunit,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,27,13,0,11.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,ureA :: urease gamma subunit :: Belongs to the urease gamma subunit family,Belongs to the urease gamma subunit family,CK_Pro_MED4_00965 | TX50_RS05135 | WP_011132598.1,,,,,0,
PMM0970,urtA,"ABC-type urea transporter, substrate binding component",Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,45,17,8,13.0,Prochlorococcus | Synechococcus,4,condition_comparison | diel | time_course,0,0,0,"urtA :: ABC-type urea transporter, substrate binding component :: substrate binding protein",substrate binding protein,CK_Pro_MED4_00970 | TX50_RS05160 | WP_036930312.1,,,,,0,
PMM0971,urtB,"ABC-type urea transporter, permease component",Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,30,9,4,11.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,1,0,0,"urtB :: ABC-type urea transporter, permease component :: Belongs to the binding-protein-dependent transport system permease family",Belongs to the binding-protein-dependent transport system permease family,CK_Pro_MED4_00971 | Q7V1A8 | TX50_RS05165 | WP_011132604.1,vesicle_dna_avg_read_coverage,,,vesicle,1,numeric
PMM0973,urtD,"ABC-type urea transporter, ATP-binding component UrtD",Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,24,6,0,11.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,1,0,0,"urtD :: ABC-type urea transporter, ATP-binding component UrtD :: Alternative locus ID",Alternative locus ID,CK_Pro_MED4_00973 | Q7V1A6 | TX50_RS05175 | WP_011132606.1,vesicle_dna_avg_read_coverage,,,vesicle,1,numeric
PMM0974,urtE,"ABC-type urea transporter, ATPase component UrtE",Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,28,7,1,11.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,1,0,0,"urtE :: ABC-type urea transporter, ATPase component UrtE :: Alternative locus ID",Alternative locus ID,CK_Pro_MED4_00974 | Q7V1A5 | TX50_RS05180 | WP_011132607.1,vesicle_dna_avg_read_coverage,,,vesicle,1,numeric
PMM0975,,conserved hypothetical protein (DUF2862),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,38,5,1,7.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein (DUF2862) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00975 | Q7V1A4 | TX50_RS05190 | WP_011132608.1,,,,,0,
PMM0981,,sulfite exporter TauE/SafE family protein,Transport,3,Prochlorococcus MED4,go_bp | go_cc | pfam | cog_category | kegg | tigr_role,16,2,1,9.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,sulfite exporter TauE/SafE family protein :: membrane transporter protein,membrane transporter protein,CK_Pro_MED4_00981 | Q7V198 | TX50_RS05220 | WP_011132614.1,,,,,0,
PMM0982,,HNH endonuclease,Replication and repair,3,Prochlorococcus MED4,go_mf | pfam | cog_category,27,4,0,4.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,HNH endonuclease :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00982 | Q7V197 | TX50_RS05225 | WP_011132615.1,,,,,0,
PMM0984,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,16,2,1,7.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00984 | Q7V195 | TX50_RS05245 | WP_011132617.1,,,,,0,
PMM0990,,FAD/NAD-binding domain-containing protein,Unknown,2,Prochlorococcus MED4,pfam | cog_category | tigr_role,24,2,0,10.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,FAD/NAD-binding domain-containing protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00990 | Q7V191 | TX50_RS05280 | WP_011132622.1,,,,,0,
PMM0991,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,16,1,0,6.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00991 | Q7TU87 | TX50_RS05285 | WP_011132623.1,,,,,0,
PMM0996,,conserved hypothetical protein (DUF3303),Stress response and adaptation,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,27,5,0,11.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,6,0,0,conserved hypothetical protein (DUF3303) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00996 | Q7V186 | TX50_RS05315 | WP_011132628.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0998,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,go_mf | pfam | cog_category | tigr_role,33,4,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00998 | TX50_RS05325 | WP_036930349.1,,,,,0,
PMM1009,dusB,"TIM-barrel , nifR3 family protein",Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | tigr_role,16,1,1,12.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"dusB :: TIM-barrel , nifR3 family protein :: Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines","Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines",CK_Pro_MED4_01009 | TX50_RS05395 | WP_036930291.1,,,,,0,
PMM1013,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,24,9,0,12.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01013 | Q7V170 | TX50_RS05425 | WP_011132645.1,,,,,0,
PMM1014,,type II-like restriction endonuclease,Replication and repair,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,1,0,4.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,type II-like restriction endonuclease :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01014 | Q7V169 | TX50_RS05430 | WP_011132646.1,,,,,0,
PMM1017,,plastid lipid-associated protein (PAP)/fibrillin family,Coenzyme metabolism,2,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,16,2,0,10.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,plastid lipid-associated protein (PAP)/fibrillin family :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01017 | Q7V167 | TX50_RS05445 | WP_011132649.1,,,,,0,
PMM1020,,nif11-like leader peptide domain protein,Unknown,2,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,16,1,0,7.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,nif11-like leader peptide domain protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01020 | Q7V165 | TX50_RS05470 | WP_011132653.1,,,,,0,
PMM1024,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category,16,2,0,4.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01024 | TX50_RS05500 | WP_036930277.1,,,,,0,
PMM1025,,OsmC/Ohr family domain-containing protein,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | ec | cyanorak_role | tigr_role,25,7,1,11.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,OsmC/Ohr family domain-containing protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01025 | Q7V160 | TX50_RS05505 | WP_011132658.1,,,,,0,
PMM1031,,"ABC-type Mn2+/Zn2+ transport system, ATP-binding component",Transport,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,27,3,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"ABC-type Mn2+/Zn2+ transport system, ATP-binding component :: Alternative locus ID",Alternative locus ID,CK_Pro_MED4_01031 | Q7V155 | TX50_RS05545 | WP_011132664.1,,,,,0,
PMM1037,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | tigr_role,16,4,5,10.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01037 | Q7V149 | TX50_RS05575 | WP_011132670.1,,,,,0,
PMM1038,,A circularly permuted ATPgrasp family protein,Unknown,2,Prochlorococcus MED4,pfam | cog_category | tigr_role,24,10,0,9.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,A circularly permuted ATPgrasp family protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01038 | Q7V148 | TX50_RS05580 | WP_011132671.1,,,,,0,
PMM1039,,A predicted alpha-helical domain with a conserved ER motif family protein,Unknown,2,Prochlorococcus MED4,pfam | cog_category | tigr_role,27,9,0,9.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,A predicted alpha-helical domain with a conserved ER motif family protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01039 | Q7V147 | TX50_RS05585 | WP_011132672.1,,,,,0,
PMM1040,,transglutaminase-like superfamily protein,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_cc | pfam | cog_category | cyanorak_role | tigr_role,24,8,0,9.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,transglutaminase-like superfamily protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01040 | Q7V146 | TX50_RS05590 | WP_011132673.1,,,,,0,
PMM1041,,RmlC-like cupin domain-containing protein,Central intermediary metabolism,2,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,28,10,2,8.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,RmlC-like cupin domain-containing protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01041 | TX50_RS05595 | WP_036930329.1,,,,,0,
PMM1043,,uncharacterized conserved secreted protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,16,2,1,6.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,uncharacterized conserved secreted protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01043 | Q7V143 | TX50_RS05605 | WP_011132676.1,,,,,0,
PMM1045,,Uncharacterized conserved membrane protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category | tigr_role,27,7,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,Uncharacterized conserved membrane protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01045 | TX50_RS05620 | WP_036930268.1,,,,,0,
PMM1046,,"multidrug efflux transporter, MFS family",Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | cyanorak_role | tigr_role,16,2,0,11.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"multidrug efflux transporter, MFS family :: Multidrug efflux transporter",Multidrug efflux transporter,CK_Pro_MED4_01046 | Q7V140 | TX50_RS05625 | WP_011132679.1,,,,,0,
PMM1048,dppB,"oligopeptide ABC transporter, membrane component",Transport,3,Prochlorococcus MED4,go_bp | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,24,4,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"dppB :: oligopeptide ABC transporter, membrane component :: COG601 ABC-type dipeptide oligopeptide nickel transport systems, permease components Amino acid transport and metabolism Inorganic ion transport and metabolism","COG601 ABC-type dipeptide oligopeptide nickel transport systems, permease components Amino acid transport and metabolism Inorganic ion transport and metabolism",CK_Pro_MED4_01048 | Q7V138 | TX50_RS05635 | WP_011132681.1,,,,,0,
PMM1049,dppA,peptide/nickel transport system substrate-binding protein,Transport,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,24,5,2,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"dppA :: peptide/nickel transport system substrate-binding protein :: Substrate binding protein, possibly oligopeptides","Substrate binding protein, possibly oligopeptides",CK_Pro_MED4_01049 | Q7V137 | TX50_RS05640 | WP_011132682.1,,,,,0,
PMM1050,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,24,4,2,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01050 | Q7V136 | TX50_RS05645 | WP_011132683.1,,,,,0,
