locus_tag,organism,genus,gene_name,product,gene_category,freq,best_rank,annotation_state,annotation_quality,ortholog_group_size,ortholog_genera,protein_id,has_seq
HP15_770,Marinobacter (MarRef v6),Marinobacter,,HDOD domain-containing protein,Signal transduction,1,3.0,informative_multi,3,54.0,"Alteromonas, Marinobacter, Pseudomonas, Shewanella",WP_014576275.1,True
M744_01435,Synechococcus elongatus UTEX 2973,Synechococcus,,hypothetical protein,Unknown,1,3.0,no_evidence,0,6.0,Synechococcus,WP_011243509.1,True
M744_04025,Synechococcus elongatus UTEX 2973,Synechococcus,pstC,phosphate ABC transporter permease subunit PstC,Inorganic ion transport,1,3.0,informative_multi,3,3.0,Synechococcus,WP_011378465.1,True
M744_07325,Synechococcus elongatus UTEX 2973,Synechococcus,hisA,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase,Amino acid metabolism,1,3.0,informative_multi,3,7.0,Synechococcus,WP_011244575.1,True
M8001_02475,Pseudomonas putida KT2440,Pseudomonas,rplX,50S ribosomal protein L24,Translation,1,3.0,informative_multi,3,12.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_003255476.1,True
M8001_14325,Pseudomonas putida KT2440,Pseudomonas,,NAD(P)/FAD-dependent oxidoreductase,Unknown,1,3.0,informative_multi,3,13.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_010953650.1,True
M8001_15495,Pseudomonas putida KT2440,Pseudomonas,dgkA,diacylglycerol kinase,Cell wall and membrane,1,3.0,informative_multi,3,22.0,"Alteromonas, Pseudomonas, Shewanella",WP_031297681.1,True
M8001_27870,Pseudomonas putida KT2440,Pseudomonas,hupA,HU family DNA-binding protein,Replication and repair,1,3.0,informative_multi,3,15.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_003253355.1,True
MIT1002_00415,Alteromonas macleodii MIT1002,Alteromonas,,hypothetical protein,Unknown,1,3.0,no_evidence,0,10.0,Alteromonas,WP_049588553.1,True
MIT1002_00747,Alteromonas macleodii MIT1002,Alteromonas,benE,benzoate/H(+) symporter BenE family transporter,Secondary metabolites,1,3.0,informative_multi,3,10.0,Alteromonas,WP_049587052.1,True
MIT1002_01197,Alteromonas macleodii MIT1002,Alteromonas,pedE,methanol/ethanol family PQQ-dependent dehydrogenase,Carbohydrate metabolism,1,3.0,informative_multi,3,6.0,Alteromonas,WP_014948731.1,True
MIT1002_01198,Alteromonas macleodii MIT1002,Alteromonas,,response regulator transcription factor,Transcription,1,3.0,informative_multi,3,14.0,Alteromonas,WP_049585783.1,True
MIT1002_02418,Alteromonas macleodii MIT1002,Alteromonas,,glycosyltransferase family 2 protein,Unknown,1,3.0,informative_multi,3,11.0,Alteromonas,WP_049589024.1,True
MIT1002_03286,Alteromonas macleodii MIT1002,Alteromonas,pqqB,pyrroloquinoline quinone biosynthesis protein PqqB,Unknown,1,3.0,informative_multi,3,9.0,Alteromonas,WP_014950672.1,True
MIT1002_03322,Alteromonas macleodii MIT1002,Alteromonas,,response regulator transcription factor,Transcription,1,3.0,informative_multi,3,14.0,Alteromonas,WP_049588819.1,True
NATL1_05681,Prochlorococcus NATL1A,Prochlorococcus,,conserved hypothetical protein,Unknown,1,3.0,no_evidence,0,4.0,Prochlorococcus,WP_011823306.1,True
NATL1_13941,Prochlorococcus NATL1A,Prochlorococcus,,conserved hypothetical protein,Unknown,1,3.0,no_evidence,0,3.0,Prochlorococcus,,False
P9301_10311,Prochlorococcus MIT9301,Prochlorococcus,,uncharacterized conserved membrane protein,Unknown,1,3.0,catch_all_only,1,9.0,Prochlorococcus,WP_011818467.1,True
P9301_15481,Prochlorococcus MIT9301,Prochlorococcus,,NAD-dependent DNA ligase N-terminal adenylation domain,Replication and repair,1,3.0,informative_multi,3,7.0,Prochlorococcus,WP_011863474.1,True
P9303_08931,Prochlorococcus MIT9303,Prochlorococcus,,methyltransferase domain protein,Secondary metabolites,1,3.0,informative_multi,3,2.0,Prochlorococcus,WP_011825551.1,True
P9303_11191,Prochlorococcus MIT9303,Prochlorococcus,hli,high light inducible protein,Stress response and adaptation,1,3.0,informative_multi,3,12.0,Prochlorococcus,WP_011130364.1,True
PMM0146,Prochlorococcus MED4,Prochlorococcus,,uncharacterized conserved membrane protein (DUF3172),Unknown,1,3.0,informative_single,2,20.0,"Prochlorococcus, Synechococcus",WP_011131785.1,True
PMM0347,Prochlorococcus MED4,Prochlorococcus,,uncharacterized conserved membrane protein,Unknown,1,3.0,informative_single,2,20.0,"Prochlorococcus, Synechococcus",WP_011131984.1,True
PMM0368,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein (DUF3303),Unknown,1,3.0,informative_single,2,16.0,"Prochlorococcus, Synechococcus",WP_011132005.1,True
PMM0371,Prochlorococcus MED4,Prochlorococcus,cynB,"cyanate ABC transporter, permease protein",Central intermediary metabolism,1,3.0,informative_multi,3,3.0,"Prochlorococcus, Synechococcus",WP_011132008.1,True
PMM0383,Prochlorococcus MED4,Prochlorococcus,,uncharacterized TonB box-containing membrane protein,Cell wall and membrane,1,3.0,informative_multi,3,12.0,"Prochlorococcus, Synechococcus",WP_011132020.1,True
PMM0471,Prochlorococcus MED4,Prochlorococcus,hli,high light inducible protein,Stress response and adaptation,1,3.0,informative_single,2,20.0,"Prochlorococcus, Synechococcus",WP_011132107.1,True
PMM0502,Prochlorococcus MED4,Prochlorococcus,ycf41,possible single-stranded DNA-binding protein,Transport,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132137.1,True
PMM0549,Prochlorococcus MED4,Prochlorococcus,csoS1A,carboxysome shell protein CsoS1A,Photosynthesis,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011819929.1,True
PMM0685,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,1,3.0,catch_all_only,1,20.0,"Prochlorococcus, Synechococcus",WP_011132319.1,True
PMM1058,Prochlorococcus MED4,Prochlorococcus,petG,cytochrome b6-f complex subunit 5,Photosynthesis,1,3.0,informative_multi,3,17.0,"Prochlorococcus, Synechococcus",WP_011132691.1,True
PMM1147,Prochlorococcus MED4,Prochlorococcus,pntA1,"pyridine nucleotide transhydrogenase, subunit alpha1 (A1)",Coenzyme metabolism,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132780.1,True
PMM1166,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,1,3.0,informative_single,2,20.0,"Prochlorococcus, Synechococcus",WP_011132800.1,True
PMM1287,Prochlorococcus MED4,Prochlorococcus,zipN,cell division protein ZipN,Cell cycle and division,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132921.1,True
PMM1392,Prochlorococcus MED4,Prochlorococcus,,possible Heat-labile enterotoxin alpha chain,Unknown,1,3.0,catch_all_only,1,7.0,Prochlorococcus,WP_011133025.1,True
PMM1416,Prochlorococcus MED4,Prochlorococcus,PsiP1,phosphate starvation inducible protein 1,Stress response and adaptation,1,3.0,informative_multi,3,2.0,"Prochlorococcus, Synechococcus",WP_011133045.1,True
PMM1541,Prochlorococcus MED4,Prochlorococcus,rplO,50S ribosomal protein L15,Translation,1,3.0,informative_multi,3,21.0,"Prochlorococcus, Synechococcus",WP_011133169.1,True
PMM1562,Prochlorococcus MED4,Prochlorococcus,recA,recombinase A,Replication and repair,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133190.1,True
PMM1670,Prochlorococcus MED4,Prochlorococcus,metC,cystathionine beta-lyase family aluminum resistance protein,Stress response and adaptation,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133297.1,True
PMM1903,Prochlorococcus MED4,Prochlorococcus,,Conserved hypothetical protein,Unknown,1,3.0,catch_all_only,1,13.0,Prochlorococcus,WP_173027992.1,True
PMM1961,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,1,3.0,catch_all_only,1,9.0,Prochlorococcus,WP_036930569.1,True
PMM2069,Prochlorococcus MED4,Prochlorococcus,,Hypothetical protein,Unknown,1,3.0,no_evidence,0,1.0,Prochlorococcus,,False
PMN2A_0546,Prochlorococcus NATL2A,Prochlorococcus,psaJ2,photosystem I reaction centre subunit IX,Photosynthesis,1,3.0,informative_multi,3,4.0,Prochlorococcus,WP_011294643.1,True
PMN2A_0561,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS05895,plastid lipid-associated protein (PAP)/fibrillin family,Coenzyme metabolism,1,3.0,informative_multi,3,16.0,"Prochlorococcus, Synechococcus",WP_011294655.1,True
PMN2A_0569,Prochlorococcus NATL2A,Prochlorococcus,,uncharacterized conserved membrane protein,Unknown,1,3.0,catch_all_only,1,18.0,Prochlorococcus,,False
PMN2A_0590,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS06065,conserved hypothetical protein (DUF3104),Unknown,1,3.0,informative_single,2,28.0,"Prochlorococcus, Synechococcus",WP_041711006.1,True
PMN2A_0621,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS06245,hydrogenase/urease accessory protein,Post-translational modification,1,3.0,informative_multi,3,15.0,"Prochlorococcus, Synechococcus",WP_011294710.1,True
PMN2A_0985,Prochlorococcus NATL2A,Prochlorococcus,atpH,ATP synthase C chain,Photosynthesis,1,3.0,informative_multi,3,19.0,"Prochlorococcus, Synechococcus",WP_011125758.1,True
PMN2A_1216,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS09350,"transcriptional regulator, GntR family",Regulatory functions,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011295560.1,True
PMN2A_1941,Prochlorococcus NATL2A,Prochlorococcus,,conserved hypothetical protein,Unknown,1,3.0,no_evidence,0,4.0,Prochlorococcus,,False
PMT0168,Prochlorococcus MIT9313,Prochlorococcus,,"possible Negative factor, (F-Protein) or Nef.",Unknown,1,3.0,no_evidence,0,1.0,Prochlorococcus,WP_011129546.1,True
PMT0508,Prochlorococcus MIT9313,Prochlorococcus,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",Stress response and adaptation,1,3.0,informative_multi,3,28.0,"Prochlorococcus, Synechococcus",WP_011129887.1,True
PMT0585,Prochlorococcus MIT9313,Prochlorococcus,wcaA,"beta-glycosyltransferase, family 2",Cell wall and membrane,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_197524596.1,True
PMT0845,Prochlorococcus MIT9313,Prochlorococcus,,"possible Histidine kinase-, DNA gyrase B-, phy",Carbohydrate metabolism,1,3.0,informative_single,2,2.0,Prochlorococcus,WP_041384352.1,True
PMT1091,Prochlorococcus MIT9313,Prochlorococcus,pdxJ,pyridoxine 5^-phosphate synthase,Coenzyme metabolism,1,3.0,informative_multi,3,19.0,"Prochlorococcus, Synechococcus",WP_011130463.1,True
PMT1684,Prochlorococcus MIT9313,Prochlorococcus,,conserved hypothetical protein,Unknown,1,3.0,catch_all_only,1,2.0,Prochlorococcus,,False
PMT9312_0468,Prochlorococcus MIT9312,Prochlorococcus,psaJ,photosystem I reaction centre subunit IX,Photosynthesis,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011376028.1,True
PMT9312_0685,Prochlorococcus MIT9312,Prochlorococcus,,possible M protein repeat,Unknown,1,3.0,catch_all_only,1,11.0,Prochlorococcus,WP_011376240.1,True
PMT9312_1017,Prochlorococcus MIT9312,Prochlorococcus,,conserved hypothetical protein,Unknown,1,3.0,catch_all_only,1,9.0,Prochlorococcus,WP_011376568.1,True
PMT_0586,Prochlorococcus MIT9313,Prochlorococcus,,conserved hypothetical protein,Unknown,1,3.0,catch_all_only,1,20.0,"Prochlorococcus, Synechococcus",WP_011129965.1,True
PMT_2155,Prochlorococcus MIT9313,Prochlorococcus,,possible MARCKS family,Lipid metabolism,1,3.0,informative_multi,3,1.0,Prochlorococcus,WP_011131519.1,True
PMT_2397,Prochlorococcus MIT9313,Prochlorococcus,,Hypothetical protein,Unknown,1,3.0,no_evidence,0,2.0,Prochlorococcus,WP_157859795.1,True
Pro0097,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,citT,"putative sodium/potassium/sulfate transporter, DASS family",Transport,1,3.0,informative_multi,3,21.0,"Prochlorococcus, Synechococcus",WP_011124252.1,True
Pro0278,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,sll1424,conserved hypothetical protein (DUF3084),Unknown,1,3.0,informative_single,2,20.0,"Prochlorococcus, Synechococcus",WP_011124433.1,True
Pro0402,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Translation,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011124557.1,True
Pro1884,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,,alpha/beta hydrolase of unknown function (DUF1400),Unknown,1,3.0,informative_single,2,20.0,"Prochlorococcus, Synechococcus",WP_011126033.1,True
SPO1163,Ruegeria pomeroyi DSS-3,Ruegeria,hisB,imidazoleglycerol-phosphate dehydratase HisB,Amino acid metabolism,1,3.0,informative_multi,3,13.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_011046909.1,True
SPO1429,Ruegeria pomeroyi DSS-3,Ruegeria,omp28,SIMPL domain-containing protein,Unknown,1,3.0,informative_multi,3,13.0,"Alteromonas, Ruegeria, Shewanella",WP_011047166.1,True
SPO1820,Ruegeria pomeroyi DSS-3,Ruegeria,,ABC transporter substrate-binding protein,Inorganic ion transport,1,3.0,informative_multi,3,1.0,Ruegeria,WP_011047553.1,True
SPO1990,Ruegeria pomeroyi DSS-3,Ruegeria,rplU,50S ribosomal protein L21,Translation,1,3.0,informative_multi,3,13.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_011047721.1,True
SPO2260,Ruegeria pomeroyi DSS-3,Ruegeria,,head-tail connector protein,Unknown,1,3.0,informative_single,2,1.0,Ruegeria,WP_044028335.1,True
SPO2264,Ruegeria pomeroyi DSS-3,Ruegeria,gp34,phage portal protein,Unknown,1,3.0,informative_multi,3,4.0,"Pseudomonas, Ruegeria, Shewanella",WP_011047985.1,True
SPO2305,Ruegeria pomeroyi DSS-3,Ruegeria,purB,adenylosuccinate lyase,Nucleotide metabolism,1,3.0,informative_multi,3,13.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_011048022.1,True
SPO2904,Ruegeria pomeroyi DSS-3,Ruegeria,,bifunctional metallophosphatase/5^-nucleotidase,Nucleotide metabolism,1,3.0,informative_multi,3,16.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_011048604.1,True
SYNPCC7002_A0304,Synechococcus PCC 7002,Picosynechococcus,,hypothetical protein,Unknown,1,3.0,no_evidence,0,1.0,Synechococcus,WP_012305938.1,True
SYNPCC7002_C0002,Synechococcus PCC 7002,Picosynechococcus,,hypothetical protein,Unknown,1,3.0,no_evidence,0,1.0,Synechococcus,WP_012308462.1,True
SYNW0083,Synechococcus WH8102,Parasynechococcus,,sulfotransferase,Secondary metabolites,1,3.0,informative_multi,3,3.0,"Prochlorococcus, Synechococcus",WP_011126961.1,True
SYNW1263,Synechococcus WH8102,Parasynechococcus,ribBA,"3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II",Coenzyme metabolism,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_071820871.1,True
SYNW1587,Synechococcus WH8102,Parasynechococcus,ftsH4,cell division protein FtsH,Stress response and adaptation,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011128451.1,True
SYNW1599,Synechococcus WH8102,Parasynechococcus,ppnK,ATP-NAD kinase family protein,Coenzyme metabolism,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011128463.1,True
SYNW1686,Synechococcus WH8102,Parasynechococcus,mqoA,malate:quinone oxidoreductase,Carbohydrate metabolism,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011128548.1,True
SYNW1815,Synechococcus WH8102,Parasynechococcus,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",Stress response and adaptation,1,3.0,informative_multi,3,28.0,"Prochlorococcus, Synechococcus",WP_011128675.1,True
SYNW2047,Synechococcus WH8102,Parasynechococcus,ppc,phosphoenol pyruvate carboxylase,Carbohydrate metabolism,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011128905.1,True
SYNW2391,Synechococcus WH8102,Parasynechococcus,,putative alkaline phosphatase,Stress response and adaptation,1,3.0,informative_multi,3,1.0,Synechococcus,WP_011129244.1,True
SYNW2442,Synechococcus WH8102,Parasynechococcus,urtA,"ABC-type urea transporter, substrate binding component",Stress response and adaptation,1,3.0,informative_multi,3,19.0,"Prochlorococcus, Synechococcus",WP_042504522.1,True
SYNW2488,Synechococcus WH8102,Parasynechococcus,tatB,twin-arginine translocation TatB-like protein,Post-translational modification,1,3.0,informative_multi,3,1.0,Synechococcus,WP_011129341.1,True
Sputw3181_0961,Shewanella sp. W3-18-1,Shewanella,csgE,curli production assembly/transport protein CsgE,Unknown,1,3.0,informative_multi,3,10.0,"Alteromonas, Shewanella",WP_011788337.1,True
SynWH7803_0213,Synechococcus WH7803,Synechococcus,galM,aldose 1-epimerase family protein,Stress response and adaptation,1,3.0,informative_multi,3,22.0,"Prochlorococcus, Synechococcus",WP_041428329.1,True
SynWH7803_1022,Synechococcus WH7803,Synechococcus,menB,naphthoate synthase,Coenzyme metabolism,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011932930.1,True
SynWH7803_1275,Synechococcus WH7803,Synechococcus,cobN,"cobaltochelatase, CobN subunit",Coenzyme metabolism,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011933181.1,True
SynWH7803_1277,Synechococcus WH7803,Synechococcus,metH,methionine synthase,Amino acid metabolism,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011933183.1,True
SynWH7803_1384,Synechococcus WH7803,Synechococcus,,carbonic anhydrase-like protein,Photosynthesis,1,3.0,informative_multi,3,4.0,Synechococcus,WP_011933288.1,True
SynWH7803_1851,Synechococcus WH7803,Synechococcus,petA,apocytochrome f,Photosynthesis,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011933749.1,True
SynWH7803_1930,Synechococcus WH7803,Synechococcus,glgX,isoamylase,Carbohydrate metabolism,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_041428660.1,True
SynWH7803_2075,Synechococcus WH7803,Synechococcus,,conserved hypothetical protein,Unknown,1,3.0,catch_all_only,1,6.0,"Prochlorococcus, Synechococcus",WP_011933966.1,True
SynWH7803_2122,Synechococcus WH7803,Synechococcus,,"uncharacterized conserved inner membrane protein, YqjD/ElaB family",Unknown,1,3.0,informative_single,2,20.0,"Prochlorococcus, Synechococcus",WP_041428951.1,True
SynWH7803_2231,Synechococcus WH7803,Synechococcus,ndhO,NADH dehydrogenase I subunit NdhO,Carbohydrate metabolism,1,3.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011934119.1,True
TX50_RS09290,Prochlorococcus MED4,Prochlorococcus,,hypothetical protein,Unknown,1,3.0,catch_all_only,1,15.0,Prochlorococcus,WP_071812976.1,True
sync_1121,Synechococcus CC9311,Synechococcus,,hypothetical protein,Unknown,1,3.0,no_evidence,0,1.0,Synechococcus,,False
A9601_04091,Prochlorococcus AS9601,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,no_evidence,0,1.0,Prochlorococcus,,False
A9601_11361,Prochlorococcus AS9601,Prochlorococcus,,WD40-repeat-containing protein,Unknown,1,4.0,informative_multi,3,16.0,"Prochlorococcus, Synechococcus",WP_011818569.1,True
ACZ81_02485,Alteromonas macleodii HOT1A3,Alteromonas,glyA,serine hydroxymethyltransferase,Amino acid metabolism,1,4.0,informative_multi,3,17.0,Alteromonas,WP_061439323.1,True
ACZ81_03610,Alteromonas macleodii HOT1A3,Alteromonas,,AMP-binding protein,Lipid metabolism,1,4.0,informative_multi,3,8.0,Alteromonas,WP_061439588.1,True
ACZ81_08360,Alteromonas macleodii HOT1A3,Alteromonas,VP2647,DUF2061 domain-containing protein,Unknown,1,4.0,informative_single,2,10.0,Alteromonas,WP_014976293.1,True
ACZ81_09710,Alteromonas macleodii HOT1A3,Alteromonas,rimO,30S ribosomal protein S12 methylthiotransferase RimO,Translation,1,4.0,informative_multi,3,10.0,Alteromonas,WP_061485851.1,True
ACZ81_10015,Alteromonas macleodii HOT1A3,Alteromonas,,DUF6279 family lipoprotein,Unknown,1,4.0,no_evidence,0,10.0,Alteromonas,WP_039227740.1,True
ACZ81_11930,Alteromonas macleodii HOT1A3,Alteromonas,,ExeM/NucH family extracellular endonuclease,Replication and repair,1,4.0,informative_multi,3,18.0,Alteromonas,WP_061486054.1,True
ACZ81_13975,Alteromonas macleodii HOT1A3,Alteromonas,,pectin acetylesterase-family hydrolase,Lipid metabolism,1,4.0,informative_multi,3,8.0,Alteromonas,WP_039228476.1,True
ACZ81_16085,Alteromonas macleodii HOT1A3,Alteromonas,csgB,minor curlin subunit CsgB,Unknown,1,4.0,informative_multi,3,9.0,Alteromonas,WP_049588827.1,True
ACZ81_17270,Alteromonas macleodii HOT1A3,Alteromonas,rplQ,50S ribosomal protein L17,Translation,1,4.0,informative_multi,3,9.0,Alteromonas,WP_012519212.1,True
ACZ81_18130,Alteromonas macleodii HOT1A3,Alteromonas,,MFS transporter,Carbohydrate metabolism,1,4.0,informative_multi,3,10.0,Alteromonas,WP_014980533.1,True
ACZ81_18525,Alteromonas macleodii HOT1A3,Alteromonas,yicI,glycoside hydrolase family 31 protein,Carbohydrate metabolism,1,4.0,informative_multi,3,6.0,Alteromonas,WP_081106144.1,True
BL107_08494,Synechococcus sp. BL107,Synechococcus,rpoA,"DNA-directed RNA polymerase, alpha subunit",Transcription,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_009788914.1,True
DEH24_05375,Alteromonas (MarRef v6),Alteromonas,pheS,phenylalanine--tRNA ligase subunit alpha,Translation,1,4.0,informative_multi,3,10.0,Alteromonas,HBY38823.1,True
DEH24_12210,Alteromonas (MarRef v6),Alteromonas,ssb,single-stranded DNA-binding protein,Replication and repair,1,4.0,informative_multi,3,11.0,Alteromonas,HBY40178.1,True
EZ55_00780,Alteromonas macleodii EZ55,Alteromonas,,thermostable hemolysin,Unknown,1,4.0,informative_single,2,8.0,Alteromonas,WP_156085962.1,True
EZ55_01450,Alteromonas macleodii EZ55,Alteromonas,trpG,aminodeoxychorismate/anthranilate synthase component II,Amino acid metabolism,1,4.0,informative_multi,3,10.0,Alteromonas,WP_014978834.1,True
EZ55_01829,Alteromonas macleodii EZ55,Alteromonas,ynjB,ABC transporter substrate-binding protein,Unknown,1,4.0,informative_multi,3,7.0,Alteromonas,WP_156086349.1,True
EZ55_02317,Alteromonas macleodii EZ55,Alteromonas,amy1,alpha-amylase family protein,Carbohydrate metabolism,1,4.0,informative_multi,3,8.0,Alteromonas,WP_083605958.1,True
EZ55_02418,Alteromonas macleodii EZ55,Alteromonas,osmY,BON domain-containing protein,Unknown,1,4.0,informative_multi,3,10.0,Alteromonas,WP_014949860.1,True
EZ55_02711,Alteromonas macleodii EZ55,Alteromonas,pilW,PilW family protein,Cell motility,1,4.0,informative_multi,3,10.0,Alteromonas,WP_014950126.1,True
EZ55_03258,Alteromonas macleodii EZ55,Alteromonas,,hypothetical protein,Unknown,1,4.0,no_evidence,0,,,WP_156086888.1,True
H6G84_00820,Synechococcus elongatus PCC 7942,Synechococcus,rpaB,response regulator transcription factor RpaB,Transcription,1,4.0,informative_multi,3,2.0,Synechococcus,WP_011244000.1,True
H6G84_01150,Synechococcus elongatus PCC 7942,Synechococcus,hpf,"ribosome hibernation-promoting factor, HPF/YfiA family",Translation,1,4.0,informative_multi,3,7.0,Synechococcus,WP_011378421.1,True
H6G84_01725,Synechococcus elongatus PCC 7942,Synechococcus,proA,glutamate-5-semialdehyde dehydrogenase,Amino acid metabolism,1,4.0,informative_multi,3,3.0,Synechococcus,WP_011378369.1,True
H6G84_03570,Synechococcus elongatus PCC 7942,Synechococcus,psbU,photosystem II complex extrinsic protein PsbU,Replication and repair,1,4.0,informative_multi,3,7.0,Synechococcus,WP_011244523.1,True
HP15_1757,Marinobacter (MarRef v6),Marinobacter,etfD,electron transfer flavoprotein-ubiquinone oxidoreductase,Energy production,1,4.0,informative_multi,3,17.0,"Alteromonas, Marinobacter, Pseudomonas, Ruegeria, Shewanella",WP_041646211.1,True
HP15_1878,Marinobacter (MarRef v6),Marinobacter,,VWA domain-containing protein,Unknown,1,4.0,informative_single,2,111.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_227499740.1,True
HP15_3063,Marinobacter (MarRef v6),Marinobacter,pnp,polyribonucleotide nucleotidyltransferase,Translation,1,4.0,informative_multi,3,40.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_014578290.1,True
HP15_3079,Marinobacter (MarRef v6),Marinobacter,dapB,4-hydroxy-tetrahydrodipicolinate reductase,Amino acid metabolism,1,4.0,informative_multi,3,38.0,"Alteromonas, Marinobacter, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_014578299.1,True
HP15_3160,Marinobacter (MarRef v6),Marinobacter,pedH,PQQ-dependent methanol/ethanol family dehydrogenase,Carbohydrate metabolism,1,4.0,informative_multi,3,21.0,"Alteromonas, Marinobacter, Pseudomonas, Ruegeria",WP_014578370.1,True
HP15_317,Marinobacter (MarRef v6),Marinobacter,rpsU,30S ribosomal protein S21,Translation,1,4.0,informative_multi,3,39.0,"Alteromonas, Marinobacter, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_007153483.1,True
HP15_3376,Marinobacter (MarRef v6),Marinobacter,rapA,RNA polymerase-associated protein RapA,Transcription,1,4.0,informative_multi,3,39.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_014578556.1,True
HP15_3827,Marinobacter (MarRef v6),Marinobacter,oprI,Lpp/OprI family alanine-zipper lipoprotein,Unknown,1,4.0,informative_single,2,2.0,"Marinobacter, Pseudomonas",WP_014578950.1,True
HP15_471,Marinobacter (MarRef v6),Marinobacter,rpmE,50S ribosomal protein L31,Translation,1,4.0,informative_multi,3,40.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_008170804.1,True
M744_06105,Synechococcus elongatus UTEX 2973,Synechococcus,plsY,glycerol-3-phosphate 1-O-acyltransferase PlsY,Lipid metabolism,1,4.0,informative_multi,3,7.0,Synechococcus,WP_011244346.1,True
M744_09255,Synechococcus elongatus UTEX 2973,Synechococcus,,iron uptake porin,Lipid metabolism,1,4.0,informative_multi,3,2.0,Synechococcus,WP_039755710.1,True
M744_09635,Synechococcus elongatus UTEX 2973,Synechococcus,,choice-of-anchor I family protein,Nucleotide metabolism,1,4.0,informative_multi,3,3.0,Synechococcus,WP_011242477.1,True
M8001_08450,Pseudomonas putida KT2440,Pseudomonas,recA,recombinase RecA,Replication and repair,1,4.0,informative_multi,3,13.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_003252365.1,True
