pool,dedup_key,rep_locus_tag,rep_organism,rep_gene_name,rep_product,rep_annotation_state,rep_protein_id,freq,best_rank,og_source,og_level,n_collapsed,collapsed_members
pro,cyanorak:CK_00001691,PMM0735,Prochlorococcus MED4,unk1,conserved hypothetical protein,catch_all_only,WP_011132369.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00000169,PMM0844,Prochlorococcus MED4,cycI1,Mg-protoporphyrin IX monomethylester oxidative cyclase,informative_multi,WP_011132478.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00003479,PMM0993,Prochlorococcus MED4,,peptidase S51,informative_multi,WP_011132625.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00001357,PMM1038,Prochlorococcus MED4,,A circularly permuted ATPgrasp family protein,informative_single,WP_011132671.1,1,1.0,cyanorak,curated,2,PMN2A_0733
pro,cyanorak:CK_00000994,PMM1076,Prochlorococcus MED4,,Conserved hypothetical protein,informative_multi,WP_011132709.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00001511,PMM1104,Prochlorococcus MED4,,phospholipid methyltransferase,informative_multi,WP_011132737.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00000744,PMM1110,Prochlorococcus MED4,colA,bolA-like family protein,informative_multi,WP_011132743.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00000006,PMM1314,Prochlorococcus MED4,clpP3,"ATP-dependent Clp protease, protease subunit",informative_multi,WP_011132948.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00001235,PMM1369,Prochlorococcus MED4,,GAF domain-containing protein,informative_multi,WP_036930584.1,1,1.0,cyanorak,curated,2,PMT9312_1466
pro,cyanorak:CK_00000279,PMM1594,Prochlorococcus MED4,ho1,heme oxygenase,informative_multi,WP_011133222.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00047432,PMM1846,Prochlorococcus MED4,,conserved hypothetical protein (DUF4278),informative_single,WP_071812982.1,1,1.0,cyanorak,curated,2,PMN2A_0501
pro,cyanorak:CK_00048666,PMM1979,Prochlorococcus MED4,,Conserved hypothetical protein,no_evidence,,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00044630,PMM1992,Prochlorococcus MED4,,conserved hypothetical protein,catch_all_only,WP_173028049.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00037076,PMM2057,Prochlorococcus MED4,,Hypothetical protein,no_evidence,,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00049418,PMN2A_0243,Prochlorococcus NATL2A,PMN2A_RS04150,conserved hypothetical protein,catch_all_only,WP_011293777.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00048490,PMN2A_0476,Prochlorococcus NATL2A,PMN2A_RS05400,conserved hypothetical protein,catch_all_only,WP_011294574.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00003986,PMN2A_0566,Prochlorococcus NATL2A,PMN2A_RS05915,Predicted protein family PM-5,no_evidence,WP_011294660.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00037547,PMN2A_0592,Prochlorococcus NATL2A,PMN2A_RS06075,conserved hypothetical protein,no_evidence,WP_011294683.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00000151,PMN2A_0883,Prochlorococcus NATL2A,PMN2A_RS07615,putative undecaprenyl-phosphate galactosephosphotransferase,informative_multi,WP_011295231.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00050066,PMN2A_1971,Prochlorococcus NATL2A,,conserved hypothetical protein,no_evidence,,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00039126,PMN2A_2003,Prochlorococcus NATL2A,PMN2A_RS10580,conserved hypothetical protein,no_evidence,WP_011295160.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00050170,PMT0917,Prochlorococcus MIT9313,,putative membrane protein,informative_multi,WP_011130295.1,1,1.0,cyanorak,curated,2,PMM1173
pro,cyanorak:CK_00003742,PMT0934,Prochlorococcus MIT9313,,conserved hypothetical protein,no_evidence,WP_011130311.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00000686,PMT1200,Prochlorococcus MIT9313,csos4B,pentameric carboxysome shell protein Csos4B (peptide B),informative_multi,WP_011130571.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00003818,PMT1387,Prochlorococcus MIT9313,,conserved hypothetical protein,no_evidence,,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00001308,PMT1494,Prochlorococcus MIT9313,,conserved hypothetical protein,informative_single,WP_041384574.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00046138,PMT_0929,Prochlorococcus MIT9313,,conserved hypothetical protein,informative_multi,WP_011130306.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00036963,PMT_2647,Prochlorococcus MIT9313,clcD,Hypothetical protein,informative_multi,WP_157859850.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00000364,Pro0001,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),dnaN,"DNA polymerase III, beta subunit",informative_multi,WP_011124156.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00008059,Pro0218,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),ddpD,"peptide/nickel ABC transport system, ATP-binding component",informative_multi,WP_052039710.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00056721,Pro0242,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),sul3,sulfate transporter family protein,informative_multi,WP_011124397.1,1,1.0,cyanorak,curated,2,PMM0214
pro,cyanorak:CK_00001331,Pro0330,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),psbL,photosystem II reaction center protein PsbL,informative_multi,WP_011124485.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00000949,Pro0568,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),gst,glutathione S-transferase,informative_multi,WP_011124721.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00043606,Pro0604,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),,conserved hypothetical protein,no_evidence,WP_011124756.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00001260,Pro0989,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),ubiX,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,informative_multi,WP_011125141.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00000816,Pro0993,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),petF,2Fe-2S ferredoxin,informative_multi,WP_011125145.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00053888,Pro1520,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),,Predicted protein family PM-12,informative_multi,WP_036896479.1,1,1.0,cyanorak,curated,1,
pro,cyanorak:CK_00008054,Pro1589,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),groL1,chaperonin GroEL,informative_multi,WP_011125739.1,1,1.0,cyanorak,curated,3,P9303_05041;PMM1436
pro,locus:TX50_RS09500,TX50_RS09500,Prochlorococcus MED4,,hypothetical protein,no_evidence,WP_157859397.1,1,1.0,,,1,
pro,cyanorak:CK_00047187,A9601_15761,Prochlorococcus AS9601,,Hypothetical protein,no_evidence,,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00000953,NATL1_06171,Prochlorococcus NATL1A,ycf52,uncharacterized acyl-CoA N-acetyltransferase,informative_multi,WP_011823344.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00048203,NATL1_08781,Prochlorococcus NATL1A,kpsD,polysaccharide biosynthesis/export family protein,informative_multi,WP_011823581.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00003482,P9301_10861,Prochlorococcus MIT9301,,conserved hypothetical protein,catch_all_only,WP_011818521.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00004259,P9303_02901,Prochlorococcus MIT9303,,conserved hypothetical protein,informative_multi,WP_011824970.1,1,2.0,cyanorak,curated,1,
pro,locus:P9303_RS01390,P9303_RS01390,Prochlorococcus MIT9303,,tetratricopeptide repeat protein,no_evidence,WP_041374669.1,1,2.0,,,1,
pro,cyanorak:CK_00000428,PMM0202,Prochlorococcus MED4,rplJ,50S ribosomal protein L10,informative_multi,WP_011131841.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00000463,PMM0251,Prochlorococcus MED4,psbH,photosystem II reaction center protein PsbH,informative_multi,WP_011131889.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00000568,PMM0312,Prochlorococcus MED4,rpsA1,30S ribosomal protein S1,informative_multi,WP_011131949.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00001416,PMM0476,Prochlorococcus MED4,,conserved hypothetical protein,catch_all_only,WP_011132111.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00000806,PMM0910,Prochlorococcus MED4,ylmG1,cell division membrane protein YlmG1 (factor involved in shape determination),informative_multi,WP_011132543.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00000898,PMM0915,Prochlorococcus MED4,ispA,signal peptidase II,informative_multi,WP_011132548.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00044017,PMM1227,Prochlorococcus MED4,rfe,UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N- acetylglucosamine-1-phosphate transferase,informative_multi,WP_011132861.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00000487,PMM1501,Prochlorococcus MED4,rne,ribonuclease E,informative_multi,WP_011133129.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00000488,PMM1502,Prochlorococcus MED4,rnhB,ribonuclease HII,informative_multi,WP_011133130.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00000515,PMM1537,Prochlorococcus MED4,rpsM,30S ribosomal protein S13,informative_multi,WP_011133165.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00000326,PMM1658,Prochlorococcus MED4,dnaX,"DNA polymerase III, gamma and tau subunits",informative_multi,WP_011133285.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00038563,PMM1842,Prochlorococcus MED4,,Hypothetical protein,no_evidence,,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00034724,PMM1982,Prochlorococcus MED4,,uncharacterized conserved membrane protein,catch_all_only,WP_225866754.1,1,2.0,cyanorak,curated,2,PMT9312_1944
pro,cyanorak:CK_00053566,PMM2003,Prochlorococcus MED4,,Conserved hypothetical protein,no_evidence,WP_173028053.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00001606,PMN2A_0435,Prochlorococcus NATL2A,ptrA,"transcriptional phosphate regulator, Crp family",informative_multi,WP_011294534.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00045762,PMN2A_0509,Prochlorococcus NATL2A,hli,high light inducible protein,informative_multi,WP_011294349.1,1,2.0,cyanorak,curated,4,PMN2A_0553;PMN2A_0578;PMN2A_1715
pro,cyanorak:CK_00049703,PMN2A_0576,Prochlorococcus NATL2A,PMN2A_RS05975,hypothetical protein,catch_all_only,WP_011125327.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00004221,PMN2A_0581,Prochlorococcus NATL2A,PMN2A_RS06010,conserved hypothetical protein,catch_all_only,WP_011294672.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00004095,PMN2A_0713,Prochlorococcus NATL2A,PMN2A_RS06735,conserved hypothetical protein,no_evidence,WP_225866300.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00043640,PMN2A_2004,Prochlorococcus NATL2A,,conserved hypothetical protein,no_evidence,,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00051671,PMN2A_2099,Prochlorococcus NATL2A,,conserved hypothetical protein,no_evidence,,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00001349,PMT0041,Prochlorococcus MIT9313,,conserved hypothetical protein,catch_all_only,WP_011129420.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00000784,PMT0651,Prochlorococcus MIT9313,mrnC,ribonuclease III domain protein,informative_multi,WP_011130030.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00037507,PMT0950,Prochlorococcus MIT9313,,conserved hypothetical protein,informative_single,WP_011130326.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00001498,PMT1118,Prochlorococcus MIT9313,,nif11-like leader peptide domain protein,informative_single,WP_011130490.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00037772,PMT1223,Prochlorococcus MIT9313,,hypothetical protein,no_evidence,WP_041384499.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00001139,PMT1599,Prochlorococcus MIT9313,,putative ATP-dependent protease,informative_multi,,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00002114,PMT1693,Prochlorococcus MIT9313,,conserved hypothetical protein,catch_all_only,,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00000533,PMT1733,Prochlorococcus MIT9313,rplD,50S ribosomal protein L4,informative_multi,WP_011131100.1,1,2.0,cyanorak,curated,2,PMM1557
pro,cyanorak:CK_00000289,PMT1954,Prochlorococcus MIT9313,psaC,photosystem I iron-sulfur center subunit VII PsaC,informative_multi,WP_011131319.1,1,2.0,cyanorak,curated,2,PMT9312_1700
pro,cyanorak:CK_00000429,PMT2091,Prochlorococcus MIT9313,rplL,50S ribosomal protein L7/L12,informative_multi,WP_011131455.1,1,2.0,cyanorak,curated,2,PMT9312_0203
pro,cyanorak:CK_00000885,PMT9312_0768,Prochlorococcus MIT9312,chlP,geranylgeranyl reductase,informative_multi,WP_011376323.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00009056,PMT9312_1790,Prochlorococcus MIT9312,rpoD4,"RNA polymerase sigma factor, type II",informative_multi,WP_011377332.1,1,2.0,cyanorak,curated,2,PMM1697
pro,cyanorak:CK_00041295,PMT_1878,Prochlorococcus MIT9313,,Hemolysin-type calcium-binding protein,informative_multi,WP_011131244.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00003888,PMT_2051,Prochlorococcus MIT9313,,conserved hypothetical protein,informative_multi,WP_011131416.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00037602,PMT_2330,Prochlorococcus MIT9313,,Hypothetical protein,no_evidence,,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00001199,Pro0254,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),eda,2-keto-3-deoxy-6-phosphogluconate aldolase,informative_multi,WP_011124409.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00000580,Pro0368,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),petD,cytochrome b6/f complex subunit 4,informative_multi,WP_011124523.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00000693,Pro0417,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),nifU,NifU-like protein,informative_multi,WP_011124572.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00000960,Pro0895,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),rsfS,oligomerisation domain protein,informative_multi,WP_011125047.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00000590,Pro1309,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),rsmI,2-O-methyltransferase,informative_multi,WP_011125460.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00000544,Pro1722,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),,cyanobacterial aminoacyl-tRNA synthetase domain (CAAD) containing protein,informative_multi,WP_011125871.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00003473,RG24_RS04770,Prochlorococcus MIT9313,,"uncharacterized secreted protein, Prochlorococcus-specific",catch_all_only,WP_041384384.1,1,2.0,cyanorak,curated,1,
pro,cyanorak:CK_00051810,A9601_16241,Prochlorococcus AS9601,,conserved hypothetical protein,no_evidence,,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00044057,NATL1_05681,Prochlorococcus NATL1A,,conserved hypothetical protein,no_evidence,WP_011823306.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00056428,NATL1_13941,Prochlorococcus NATL1A,,conserved hypothetical protein,no_evidence,,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00048124,P9301_10311,Prochlorococcus MIT9301,,uncharacterized conserved membrane protein,catch_all_only,WP_011818467.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00056365,P9301_15481,Prochlorococcus MIT9301,,NAD-dependent DNA ligase N-terminal adenylation domain,informative_multi,WP_011863474.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00002696,P9303_08931,Prochlorococcus MIT9303,,methyltransferase domain protein,informative_multi,WP_011825551.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00044597,PMM0146,Prochlorococcus MED4,,uncharacterized conserved membrane protein (DUF3172),informative_single,WP_011131785.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00000921,PMM0347,Prochlorococcus MED4,,uncharacterized conserved membrane protein,informative_single,WP_011131984.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00001920,PMM0368,Prochlorococcus MED4,,conserved hypothetical protein (DUF3303),informative_single,WP_011132005.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00002166,PMM0371,Prochlorococcus MED4,cynB,"cyanate ABC transporter, permease protein",informative_multi,WP_011132008.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00001814,PMM0383,Prochlorococcus MED4,,uncharacterized TonB box-containing membrane protein,informative_multi,WP_011132020.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00001414,PMM0471,Prochlorococcus MED4,hli,high light inducible protein,informative_single,WP_011132107.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00000647,PMM0502,Prochlorococcus MED4,ycf41,possible single-stranded DNA-binding protein,informative_multi,WP_011132137.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00001500,PMM1058,Prochlorococcus MED4,petG,cytochrome b6-f complex subunit 5,informative_multi,WP_011132691.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00001024,PMM1147,Prochlorococcus MED4,pntA1,"pyridine nucleotide transhydrogenase, subunit alpha1 (A1)",informative_multi,WP_011132780.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00000929,PMM1166,Prochlorococcus MED4,,conserved hypothetical protein,informative_single,WP_011132800.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00000149,PMM1287,Prochlorococcus MED4,zipN,cell division protein ZipN,informative_multi,WP_011132921.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00003575,PMM1392,Prochlorococcus MED4,,possible Heat-labile enterotoxin alpha chain,catch_all_only,WP_011133025.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00002662,PMM1416,Prochlorococcus MED4,PsiP1,phosphate starvation inducible protein 1,informative_multi,WP_011133045.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00000135,PMM1541,Prochlorococcus MED4,rplO,50S ribosomal protein L15,informative_multi,WP_011133169.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00000538,PMM1562,Prochlorococcus MED4,recA,recombinase A,informative_multi,WP_011133190.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00000408,PMM1670,Prochlorococcus MED4,metC,cystathionine beta-lyase family aluminum resistance protein,informative_multi,WP_011133297.1,1,3.0,cyanorak,curated,2,Pro1831
pro,cyanorak:CK_00054285,PMM1903,Prochlorococcus MED4,,Conserved hypothetical protein,catch_all_only,WP_173027992.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00051242,PMM1961,Prochlorococcus MED4,,conserved hypothetical protein,catch_all_only,WP_036930569.1,1,3.0,cyanorak,curated,2,A9601_12991
pro,cyanorak:CK_00043166,PMM2069,Prochlorococcus MED4,,Hypothetical protein,no_evidence,,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00050481,PMN2A_0546,Prochlorococcus NATL2A,psaJ2,photosystem I reaction centre subunit IX,informative_multi,WP_011294643.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00001608,PMN2A_0561,Prochlorococcus NATL2A,PMN2A_RS05895,plastid lipid-associated protein (PAP)/fibrillin family,informative_multi,WP_011294655.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00004021,PMN2A_0569,Prochlorococcus NATL2A,,uncharacterized conserved membrane protein,catch_all_only,,1,3.0,cyanorak,curated,2,PMM1958
pro,cyanorak:CK_00035937,PMN2A_0590,Prochlorococcus NATL2A,PMN2A_RS06065,conserved hypothetical protein (DUF3104),informative_single,WP_041711006.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00000499,PMN2A_0621,Prochlorococcus NATL2A,PMN2A_RS06245,hydrogenase/urease accessory protein,informative_multi,WP_011294710.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00000312,PMN2A_1216,Prochlorococcus NATL2A,PMN2A_RS09350,"transcriptional regulator, GntR family",informative_multi,WP_011295560.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00035912,PMN2A_1941,Prochlorococcus NATL2A,,conserved hypothetical protein,no_evidence,,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00038215,PMT0168,Prochlorococcus MIT9313,,"possible Negative factor, (F-Protein) or Nef.",no_evidence,WP_011129546.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00000892,PMT0585,Prochlorococcus MIT9313,wcaA,"beta-glycosyltransferase, family 2",informative_multi,WP_197524596.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00003711,PMT0845,Prochlorococcus MIT9313,,"possible Histidine kinase-, DNA gyrase B-, phy",informative_single,WP_041384352.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00000747,PMT1091,Prochlorococcus MIT9313,pdxJ,pyridoxine 5^-phosphate synthase,informative_multi,WP_011130463.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00003855,PMT1684,Prochlorococcus MIT9313,,conserved hypothetical protein,catch_all_only,,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00003570,PMT9312_0685,Prochlorococcus MIT9312,,possible M protein repeat,catch_all_only,WP_011376240.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00043306,PMT9312_1017,Prochlorococcus MIT9312,,conserved hypothetical protein,catch_all_only,WP_011376568.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00000893,PMT_0586,Prochlorococcus MIT9313,,conserved hypothetical protein,catch_all_only,WP_011129965.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00037676,PMT_2155,Prochlorococcus MIT9313,,possible MARCKS family,informative_multi,WP_011131519.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00048532,PMT_2397,Prochlorococcus MIT9313,,Hypothetical protein,no_evidence,WP_157859795.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00000189,Pro0097,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),citT,"putative sodium/potassium/sulfate transporter, DASS family",informative_multi,WP_011124252.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00000467,Pro0278,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),sll1424,conserved hypothetical protein (DUF3084),informative_single,WP_011124433.1,1,3.0,cyanorak,curated,1,
pro,cyanorak:CK_00000365,Pro1884,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),,alpha/beta hydrolase of unknown function (DUF1400),informative_single,WP_011126033.1,1,3.0,cyanorak,curated,1,
pro,eggnog:1MN51@1212,TX50_RS09290,Prochlorococcus MED4,,hypothetical protein,catch_all_only,WP_071812976.1,1,3.0,eggnog,Prochloraceae,1,
pro,cyanorak:CK_00040661,A9601_04091,Prochlorococcus AS9601,,conserved hypothetical protein,no_evidence,,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00002334,A9601_11361,Prochlorococcus AS9601,,WD40-repeat-containing protein,informative_multi,WP_011818569.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00044481,NATL1_08591,Prochlorococcus NATL1A,,polysaccharide biosynthesis family protein,informative_multi,WP_011823562.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00049482,NATL1_18471,Prochlorococcus NATL1A,,conserved hypothetical protein,catch_all_only,WP_011824389.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00001600,P9301_11341,Prochlorococcus MIT9301,lraI,"ABC-type Mn2+/Zn2+ transport system, periplasmic component",informative_multi,WP_011863093.1,1,4.0,cyanorak,curated,2,PMM1032
pro,cyanorak:CK_00004168,P9303_03621,Prochlorococcus MIT9303,,conserved hypothetical protein,no_evidence,WP_236069863.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00054578,P9303_17791,Prochlorococcus MIT9303,,conserved hypothetical protein,catch_all_only,WP_196757591.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00000348,PMM0020,Prochlorococcus MED4,,"DNA-binding protein, YbaB/EbfC family",informative_multi,WP_011131658.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00055271,PMM0087,Prochlorococcus MED4,,conserved hypothetical protein,catch_all_only,WP_011131725.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00000438,PMM0187,Prochlorococcus MED4,argS,arginine--tRNA ligase,informative_multi,WP_011131826.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00000481,PMM0227,Prochlorococcus MED4,sat,sulfate adenylyltransferase,informative_multi,WP_011131866.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00001382,PMM0252,Prochlorococcus MED4,psbN,photosystem II reaction center assembly factor,informative_multi,WP_011131890.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00000003,PMM0372,Prochlorococcus MED4,cynD,cyanate ABC transporter ATP-binding protein,informative_multi,WP_011132009.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00044766,PMM0417,Prochlorococcus MED4,,uncharacterized conserved membrane protein,catch_all_only,WP_011132053.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00000697,PMM0426,Prochlorococcus MED4,sun,ribosomal RNA small subunit methyltransferase B,informative_multi,WP_011132062.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00000653,PMM0509,Prochlorococcus MED4,,conserved hypothetical protein,catch_all_only,WP_011132144.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00003429,PMM0707,Prochlorococcus MED4,,uncharacterized conserved secreted protein,catch_all_only,WP_011132341.1,1,4.0,cyanorak,curated,3,PMN2A_0438;PMT9312_0719
pro,cyanorak:CK_00054193,PMM1018,Prochlorococcus MED4,,conserved hypothetical protein,informative_single,WP_011132650.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00000602,PMM1179,Prochlorococcus MED4,,eamA-like transporter family protein,informative_multi,WP_011132813.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00000339,PMM1403,Prochlorococcus MED4,,HNH endonuclease family protein,informative_multi,WP_011133032.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00043575,PMM1405,Prochlorococcus MED4,,conserved hypothetical protein,no_evidence,WP_011133034.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00001058,PMM1482,Prochlorococcus MED4,hli,high light inducible protein,informative_multi,WP_011133110.1,1,4.0,cyanorak,curated,1,
pro,cyanorak:CK_00001060,PMM1484,Prochlorococcus MED4,rpoC1,"DNA-directed RNA polymerase complex, gamma subunit",informative_multi,WP_011133112.1,1,4.0,cyanorak,curated,1,
